NaN,elastic_elasticsearch,ReactiveX_RxJava,apache_dubbo,zxing_zxing,skylot_jadx,eugenp_tutorials,JakeWharton_butterknife,Netflix_Hystrix,seata_seata,halo-dev_halo,apache_kafka,square_picasso,alibaba_nacos,apache_skywalking,redisson_redisson,apache_flink,Tencent_tinker,oracle_graal,apache_rocketmq,apache_shardingsphere,TeamNewPipe_NewPipe,orhanobut_logger,prestodb_presto,zhihu_Matisse,apache_hadoop,pinpoint-apm_pinpoint,Tencent_VasSonic,androidannotations_androidannotations,realm_realm-java,Netflix_zuul,apache_druid,Netflix_eureka,JakeWharton_ViewPagerIndicator,lingochamp_FileDownloader,liaohuqiu_android-Ultra-Pull-To-Refresh,pockethub_PocketHub,apache_zookeeper,openjdk_jdk,grpc_grpc-java,apereo_cas,Tencent_matrix,apache_pulsar,ChrisRM_material-theme-jetbrains,OpenAPITools_openapi-generator,Activiti_Activiti,dropwizard_metrics,square_dagger,JakeWharton_ActionBarSherlock,apache_shardingsphere-elasticjob,OpenFeign_feign,java-native-access_jna,apache_storm,Angel-ML_angel,JakeWharton_DiskLruCache,real-logic_aeron,sshahine_JFoenix,evernote_android-job,mrniko_netty-socketio,lightbend_config,square_otto,apache_jmeter,scribejava_scribejava,springfox_springfox,apache_beam,debezium,mybatis_generator,Alluxio_alluxio,Karumi_Dexter,orhanobut_dialogplus,micronaut-projects_micronaut-core,JodaOrg_joda-time,hibernate_hibernate-orm,junit-team_junit5,JakeWharton_NineOldAndroids,dromara_shenyu,square_android-times-square,HotBitmapGG_bilibili-android-client,quartz-scheduler_quartz,airbnb_DeepLinkDispatch,Netflix_ribbon,mapstruct_mapstruct,roboguice_roboguice,apache_ignite,apache_camel,apache_hive,bjmashibing_InternetArchitect,brianfrankcooper_YCSB,apache_rocketmq-externals,AntennaPod_AntennaPod,dromara_hmily,oblac_jodd,apache_incubator-heron,Atmosphere_atmosphere,powermock_powermock,Genymobile_gnirehtet,citerus_dddsample-core,querydsl_querydsl,oracle_opengrok,runelite_runelite
real-logic_aeron,0.300668897,0.200445931,0.222717702,0.523936832,0.574108426,0,0.630488325,0.614129606,0.528016897,0.4175334,0.597925481,0.650332477,0.504519525,0.519517044,0.621059003,0.527101636,0.575524303,0.636468847,0.528016897,0.607142857,0.649222726,0.6172134,0.580072921,0.637455258,0.610882839,0.614700856,0.637093424,0.616050381,0.259437261,0.614129606,0.618771485,0.614129606,0.400891863,0.672489795,0.321428571,0.392952624,0.617496981,0.236227796,0.411664654,0.560763571,0.632455532,0.56362148,0.668153105,0.377964473,0.377964473,0.623609564,0.650332477,0.321428571,0.607142857,0.614129606,0.119522861,0.422178281,0.303045763,0.597969922,1,0.407687124,0.585299229,0.667124385,0.077151675,0.642445211,0.292380441,0.571395255,0.611530686,0.365962527,0.388449298,0.392952624,0.513956169,0.609867834,0.597969922,0.545776823,0.577350269,0.233853587,0.133630621,0.151522882,0.628545569,0.650332477,0.595854023,0.133630621,0.631732838,0.614129606,0.604743157,0.564076075,0.388449298,0.607142857,0.649222726,0.109108945,0.604743157,0.572936561,0.255883158,0.634182862,0.617496981,0.623253863,0.133630621,0.509912564,0.625,0.626300101,0,0.463552535,0.252538136
sshahine_JFoenix,0.277350098,0.069337525,0.184900065,0.388367819,0.559672562,0.138675049,0.429376931,0.437014224,0.398508385,0.938805588,0.420336404,0.449921271,0.902697681,0.398486146,0.393863181,0.380521195,0.781018962,0.43403953,0.398508385,0.630061919,0.437014224,0.420336404,0.485459773,0.434121571,0.376403705,0.471495167,0.433162715,0.471868488,0.192307692,0.437014224,0.40430377,0.437014224,0.277350098,0.486398175,0.222374795,0.990337938,0.388367819,0.098058068,0.951501156,0.514265364,0.421926508,0.449921271,0.416025147,0.980580676,0.941357449,0.462250164,0.427425207,0.222374795,0.630061919,0.437014224,0.124034735,0.952424147,0.602763781,0.406562468,0.407687124,1,0.359937017,0.384615385,0.080064077,0.419066625,0.323645358,0.525197464,0.403846154,0.329140294,0.248069469,0.990337938,0.742890835,0.421926508,0.385164443,0.404556697,0.427960493,0.208012574,0.184900065,0.104828484,0.665318014,0.427425207,0.40430377,0.138675049,0.444102681,0.437014224,0.431455497,0.355402854,0.34109552,0.31503096,0.382387446,0.226455407,0.39223227,0.40430377,0.675926369,0.671285111,0.427204601,0.466284049,0.138675049,0.426742964,0.44474959,0.415240933,0,0.354458778,0.157242726
evernote_android-job,0.202776776,0,0.216295228,0.681466276,0.527985754,0.162221421,0.813220284,0.788126497,0.611852374,0.359030313,0.561951487,0.789473684,0.443508033,0.603249347,0.649223558,0.52859414,0.555345132,0.596039561,0.611852374,0.520265982,0.788126497,0.772683295,0.590604106,0.798023875,0.718409151,0.551552832,0.746733046,0.605407884,0.314944889,0.788126497,0.500773396,0.788126497,0.648885685,0.766894579,0.433554985,0.36344868,0.749612903,0.286769667,0.36344868,0.554091639,0.740351471,0.526315789,0.764758128,0.344123601,0.344123601,0.648885685,0.763157895,0.433554985,0.520265982,0.788126497,0.14509525,0.37880804,0.337226637,0.901127114,0.585299229,0.359937017,1,0.719874033,0.093658581,0.846747384,0.402261246,0.654010529,0.674881906,0.385026771,0.471559563,0.36344868,0.534787821,0.712931046,0.77597057,0.638885508,0.5757201,0.162221421,0.216295228,0.429197538,0.549378274,0.763157895,0.723339349,0.162221421,0.841110183,0.788126497,0.757071922,0.758129781,0.362738125,0.56362148,0.745525065,0.132453236,0.757071922,0.612056372,0.254152123,0.538908156,0.795043988,0.633433809,0.162221421,0.339457302,0.780398973,0.781418916,0.093658581,0.53311399,0.245255736
mrniko_netty-socketio,0.208012574,0,0.138675049,0.660225292,0.523564655,0,0.756521259,0.801192745,0.523042255,0.379133026,0.600480577,0.719874033,0.45134884,0.515687954,0.859337849,0.523216644,0.658506184,0.67936622,0.523042255,0.617707764,0.782983819,0.78062475,0.582551728,0.764880863,0.812239573,0.582435206,0.706739167,0.669748822,0.230769231,0.801192745,0.499434069,0.801192745,0.485362672,0.740171135,0.333562192,0.368949428,0.83499081,0.196116135,0.368949428,0.636065055,0.679770485,0.517409461,0.752807409,0.353009043,0.372620657,0.647150229,0.719874033,0.333562192,0.617707764,0.801192745,0.062017367,0.400018142,0.366899693,0.727532837,0.667124385,0.384615385,0.719874033,1,0,0.780987801,0.424784532,0.592964879,0.807692308,0.354458778,0.372104204,0.368949428,0.495260557,0.679770485,0.727532837,0.66751855,0.620542714,0.277350098,0.092450033,0.262071209,0.62618166,0.719874033,0.665912092,0.138675049,0.740171135,0.801192745,0.804076154,0.752617809,0.310086836,0.611530686,0.801192745,0.056613852,0.843299381,0.570781793,0.337963185,0.618635299,0.815572419,0.676863942,0.138675049,0.477952119,0.815374248,0.794373959,0,0.557006652,0.209656967
lightbend_config,0,0.288675135,0,0.161690417,0,0,0,0.227429413,0,0.075164603,0,0,0.075164603,0,0,0.297044263,0.063757671,0.07856742,0,0.1028689,0.227429413,0,0,0,0.16495722,0.230940108,0,0.190117275,0,0.227429413,0,0.227429413,0,0,0,0.080845208,0.161690417,0,0.080845208,0.169030851,0,0.280975743,0,0.081649658,0.163299316,0,0,0,0.1028689,0.227429413,0,0,0,0.089087081,0.077151675,0.080064077,0.093658581,0,1,0.079305159,0,0,0,0.316227766,0,0.080845208,0.237915476,0,0,0.252645576,0.178174161,0,0.19245009,0,0.108625089,0,0,0,0,0.227429413,0,0,0,0,0.151619609,0,0.163299316,0,0,0.109599325,0.080845208,0.187867287,0,0,0,0.225493808,0.666666667,0.105409255,0
square_otto,0.240380987,0,0.183147419,0.692435743,0.536484667,0.137360564,0.931624671,0.919852609,0.592096454,0.411304911,0.614614979,0.846747384,0.4828362,0.580454325,0.709326902,0.612485702,0.637095341,0.65423418,0.592096454,0.59961553,0.865743632,0.912009324,0.653967091,0.921442675,0.804540446,0.604386481,0.812949754,0.678477629,0.342872693,0.919852609,0.565371417,0.919852609,0.549442256,0.837891585,0.403822704,0.40392085,0.846310353,0.291385759,0.40392085,0.656845903,0.789417882,0.601636299,0.843786321,0.388514345,0.407940062,0.663909392,0.846747384,0.403822704,0.59961553,0.919852609,0.122859023,0.433962264,0.389380599,0.890198197,0.642445211,0.419066625,0.846747384,0.780987801,0.079305159,1,0.420758047,0.688031815,0.800036284,0.40125589,0.460721338,0.40392085,0.58490566,0.812636055,0.890198197,0.72129951,0.65705105,0.206040846,0.183147419,0.363421892,0.620246155,0.846747384,0.800942841,0.137360564,0.879786164,0.919852609,0.835305842,0.828315367,0.430006582,0.569022901,0.847707306,0.112154431,0.835305842,0.636042844,0.28693686,0.612771325,0.923247658,0.685346871,0.137360564,0.405789999,0.917778873,0.894141112,0.079305159,0.677119314,0.259587066
apache_jmeter,0.328196231,0,0.291729983,0.490204422,0.379800088,0.145864991,0.430132394,0.402213246,0.366773762,0.30384007,0.252645576,0.378598819,0.322830075,0.369835255,0.451946146,0.225140757,0.499350902,0.436693645,0.366773762,0.545776823,0.402213246,0.442129759,0.428928869,0.434885382,0.354243551,0.145864991,0.359700853,0.5603767,0.323645358,0.402213246,0.225140757,0.402213246,0.182331239,0.422639851,0.31187247,0.326802948,0.367653317,0.206284249,0.326802948,0.498223795,0.345179571,0.212961836,0.437594974,0.330054799,0.309426374,0.291729983,0.378598819,0.31187247,0.545776823,0.402213246,0.260931229,0.32057756,0.413488385,0.405134223,0.292380441,0.323645358,0.402261246,0.424784532,0,0.420758047,1,0.463326369,0.424784532,0.239680639,0.326164037,0.326802948,0.380685852,0.419146622,0.42764168,0.319148936,0.315104396,0.291729983,0.097243328,0.275658923,0.56259479,0.378598819,0.400250235,0.145864991,0.444884053,0.402213246,0.433196923,0.351839598,0.293547633,0.506792764,0.421366258,0.238196534,0.371311649,0.350218955,0.355485701,0.5399508,0.388078501,0.53792351,0.145864991,0.430913743,0.409332617,0.398790092,0,0.426098913,0.055131785
scribejava_scribejava,0.366508333,0,0.203615741,0.667178615,0.66801449,0.122169444,0.702503172,0.641665358,0.614383839,0.508963421,0.599543773,0.654010529,0.572583849,0.619512154,0.61510829,0.419037737,0.634093834,0.581880446,0.614383839,0.674790587,0.641665358,0.687711975,0.667178615,0.692053929,0.593394444,0.43981,0.622620521,0.69731161,0.304953366,0.641665358,0.523797171,0.641665358,0.458135416,0.652073296,0.424465046,0.530321463,0.598750039,0.259160528,0.530321463,0.66766095,0.640162559,0.495462522,0.645752777,0.518321055,0.483766318,0.65157037,0.634192028,0.424465046,0.674790587,0.641665358,0.109271673,0.553781705,0.507932806,0.678641563,0.571395255,0.525197464,0.654010529,0.592964879,0,0.688031815,0.463326369,1,0.660732294,0.446099737,0.491722528,0.530321463,0.62090676,0.619512154,0.697492718,0.588068084,0.546683481,0.335965972,0.162892592,0.277054258,0.712549544,0.634192028,0.607604719,0.122169444,0.670703962,0.641665358,0.656540003,0.626203048,0.355132937,0.587720834,0.657706992,0.1496264,0.604707898,0.607604719,0.42533941,0.70734444,0.632964327,0.728812521,0.122169444,0.511292648,0.653023148,0.62029917,0,0.468404724,0.230878548
springfox_springfox,0.242681336,0,0.184900065,0.640806901,0.541618609,0,0.7974143,0.801192745,0.54794903,0.39718698,0.660528634,0.742370097,0.487456748,0.539128316,0.734017746,0.475651494,0.627877989,0.603881085,0.54794903,0.605353609,0.782983819,0.860688827,0.679643683,0.785553319,0.812239573,0.554700196,0.729537204,0.639305694,0.307692308,0.801192745,0.523216644,0.801192745,0.450693909,0.782466629,0.370624658,0.388367819,0.796154028,0.294174203,0.388367819,0.581931859,0.726651208,0.539905525,0.812239573,0.372620657,0.39223227,0.647150229,0.742370097,0.370624658,0.605353609,0.801192745,0.124034735,0.438115108,0.393106814,0.748930862,0.611530686,0.403846154,0.674881906,0.807692308,0,0.800036284,0.424784532,0.660732294,1,0.379777263,0.403112887,0.388367819,0.552406005,0.703210846,0.791726911,0.66751855,0.55634864,0.277350098,0.184900065,0.262071209,0.587045307,0.742370097,0.689694667,0.138675049,0.761318882,0.801192745,0.843299381,0.752617809,0.372104204,0.555936987,0.782983819,0.113227703,0.804076154,0.594564368,0.337963185,0.579147939,0.815572419,0.676863942,0.138675049,0.426742964,0.833905481,0.776320006,0,0.60764362,0.262071209
apache_beam,0.365148372,0.182574186,0.243432248,0.409047994,0.42784442,0.182574186,0.376867331,0.431516971,0.393495501,0.308998748,0.368932394,0.385026771,0.380306151,0.37032804,0.377123617,0.657535506,0.403238919,0.372677996,0.393495501,0.390360029,0.455490136,0.395284708,0.434613494,0.381031738,0.417312425,0.25560386,0.450225169,0.48096289,0.253184842,0.431516971,0.375734575,0.431516971,0.410791918,0.417634535,0.390360029,0.332351495,0.409047994,0.25819889,0.357916995,0.374165739,0.46291005,0.770053541,0.391230398,0.335658557,0.335658557,0.395577403,0.355409327,0.390360029,0.390360029,0.431516971,0.081649658,0.351098904,0.414039336,0.422577127,0.365962527,0.329140294,0.385026771,0.354458778,0.316227766,0.40125589,0.239680639,0.446099737,0.379777263,1,0.204124145,0.332351495,0.451412876,0.33946737,0.36623351,0.426098913,0.450748936,0.228217732,0.426006434,0.34503278,0.429378367,0.355409327,0.313112146,0,0.389792232,0.431516971,0.413118224,0.385337318,0.204124145,0.414757531,0.407543806,0.223606798,0.413118224,0.375734575,0.317820863,0.398571021,0.409047994,0.514876722,0,0.314626602,0.390360029,0.451613554,0.316227766,0.333333333,0.138013112
debezium,0.223606798,0.111803399,0.223606798,0.532290647,0.436666882,0.223606798,0.494535355,0.411054154,0.401609664,0.262000129,0.451848057,0.507833375,0.291111255,0.453557368,0.404145188,0.345134245,0.395091839,0.395577403,0.401609664,0.358568583,0.411054154,0.484122918,0.469668218,0.5,0.383325939,0.313049517,0.514650235,0.441792624,0.186052102,0.411054154,0.421830744,0.411054154,0.223606798,0.511495755,0.298807152,0.250489716,0.375734575,0.237170825,0.219178502,0.370970413,0.529150262,0.43528575,0.415269767,0.221359436,0.18973666,0.521749195,0.507833375,0.298807152,0.358568583,0.411054154,0.1,0.276432803,0.169030851,0.483045892,0.388449298,0.248069469,0.471559563,0.372104204,0,0.460721338,0.326164037,0.491722528,0.403112887,0.204124145,1,0.250489716,0.36857707,0.56694671,0.483045892,0.391396844,0.379536058,0.503115295,0.149071198,0.338061702,0.357597688,0.507833375,0.536875492,0.223606798,0.477396038,0.411054154,0.442718872,0.303389938,0.3,0.358568583,0.411054154,0.091287093,0.379473319,0.421830744,0.116774842,0.360804906,0.407045789,0.48507125,0.223606798,0.302765035,0.418330013,0.407555757,0,0.367423461,0.422577127
mybatis_generator,0.280056017,0.070014004,0.186704011,0.392156863,0.546902818,0.140028008,0.41292007,0.422891301,0.402396364,0.92973479,0.404226042,0.431595308,0.893274602,0.402373908,0.379628301,0.36021908,0.773175333,0.419218764,0.402396364,0.623734324,0.422891301,0.404226042,0.470588235,0.417482861,0.360072022,0.448089627,0.41436833,0.461102122,0.194183909,0.422891301,0.384233685,0.422891301,0.280056017,0.469789564,0.224544357,1,0.37254902,0.099014754,0.960784314,0.505617371,0.402373908,0.431595308,0.400080024,0.990147543,0.93073869,0.443422027,0.408879765,0.224544357,0.623734324,0.422891301,0.125244858,0.96171631,0.608644543,0.410529025,0.392952624,0.990337938,0.36344868,0.368949428,0.080845208,0.40392085,0.326802948,0.530321463,0.388367819,0.332351495,0.250489716,1,0.730904396,0.402373908,0.388922234,0.408503685,0.410529025,0.210042013,0.186704011,0.105851225,0.658636348,0.408879765,0.384233685,0.140028008,0.427081422,0.422891301,0.415861968,0.358870281,0.313112146,0.318104505,0.367731566,0.22866478,0.376256066,0.384233685,0.658145182,0.664543519,0.411764706,0.4556451,0.140028008,0.413670152,0.430376683,0.401062066,0,0.332351495,0.158776837
Alluxio_alluxio,0.412081692,0.137360564,0.274721128,0.500092481,0.625898778,0.137360564,0.567075887,0.613235073,0.542755083,0.715312889,0.53530982,0.557070647,0.751078534,0.534017979,0.478795659,0.565371417,0.712940025,0.579464559,0.542755083,0.59961553,0.613235073,0.55513611,0.653967091,0.573342109,0.529819318,0.576914369,0.541966503,0.603091226,0.228581795,0.613235073,0.541814275,0.613235073,0.377741551,0.586524109,0.293689239,0.730904396,0.538561134,0.242821466,0.730904396,0.589820811,0.534017979,0.601636299,0.569065194,0.718751538,0.699325821,0.618122538,0.557070647,0.293689239,0.59961553,0.613235073,0.245718047,0.716981132,0.597050251,0.551075074,0.513956169,0.742890835,0.534787821,0.495260557,0.237915476,0.58490566,0.380685852,0.62090676,0.552406005,0.451412876,0.36857707,0.730904396,1,0.557236152,0.508684684,0.56101073,0.529879879,0.34340141,0.183147419,0.207669653,0.63316795,0.557070647,0.541814275,0.137360564,0.628418689,0.613235073,0.582771517,0.476281336,0.430006582,0.385467127,0.54108977,0.280386077,0.543920083,0.588928559,0.57387372,0.625809012,0.577029786,0.655549181,0.137360564,0.422697915,0.587378479,0.590133134,0.158610317,0.476491369,0.363421892
Karumi_Dexter,0.253546276,0,0.225374468,0.591726335,0.462124791,0.169030851,0.872278376,0.754624495,0.607176741,0.418112906,0.585540044,0.877453595,0.484130733,0.6,0.611010093,0.550782484,0.615989049,0.529050262,0.607176741,0.511987812,0.732429657,0.829515062,0.568057282,0.881917104,0.676123404,0.608511063,0.861443522,0.575159934,0.281284339,0.754624495,0.579771036,0.754624495,0.507092553,0.876416746,0.451753951,0.402373908,0.686402549,0.358568583,0.402373908,0.560854547,0.828571429,0.603249347,0.724417933,0.382473155,0.382473155,0.676123404,0.90487402,0.451753951,0.511987812,0.754624495,0.151185789,0.441145287,0.383325939,0.75637877,0.609867834,0.421926508,0.712931046,0.679770485,0,0.812636055,0.419146622,0.619512154,0.703210846,0.33946737,0.56694671,0.402373908,0.557236152,1,0.83462485,0.616392091,0.547722558,0.253546276,0.225374468,0.447213595,0.540636886,0.90487402,0.985610761,0.169030851,0.876416746,0.754624495,0.76494631,0.662541349,0.453557368,0.519517044,0.665845142,0.138013112,0.693232593,0.666736691,0.294244943,0.529442046,0.781078763,0.605021008,0.169030851,0.39531893,0.767981717,0.726196099,0,0.6172134,0.319438282
orhanobut_dialogplus,0.192879187,0,0.15430335,0.669810514,0.502214627,0,0.955533086,0.810440898,0.609701395,0.381683117,0.579066024,0.801001879,0.441948872,0.599886611,0.657375735,0.529256124,0.57935845,0.587944736,0.609701395,0.536110964,0.769918854,0.913142577,0.626596933,0.943089598,0.77151675,0.58635273,0.811754063,0.609731749,0.299572345,0.810440898,0.529256124,0.810440898,0.540061725,0.823586409,0.412393049,0.388922234,0.799451259,0.327326835,0.388922234,0.572221672,0.808542823,0.550688792,0.793560086,0.370970413,0.370970413,0.66864785,0.826033188,0.412393049,0.536110964,0.810440898,0.138013112,0.423903903,0.379087698,0.80952381,0.597969922,0.385164443,0.77597057,0.727532837,0,0.890198197,0.42764168,0.697492718,0.791726911,0.36623351,0.483045892,0.388922234,0.508684684,0.83462485,1,0.675223705,0.523809524,0.231455025,0.15430335,0.349927106,0.566109887,0.826033188,0.820346992,0.15430335,0.84711745,0.810440898,0.829227983,0.744387368,0.34503278,0.536110964,0.769918854,0.062994079,0.785584405,0.635107349,0.241746889,0.556541382,0.842664841,0.635988831,0.15430335,0.341881729,0.824786099,0.783454819,0,0.56343617,0.291605922
micronaut-projects_micronaut-core,0.255263735,0.072932496,0.243108319,0.633180712,0.493740114,0,0.66670521,0.78527348,0.471566265,0.398790092,0.484237355,0.615223082,0.493740114,0.493113673,0.640257041,0.575359712,0.563783276,0.535942201,0.471566265,0.584760882,0.746967457,0.694775335,0.510629606,0.674072342,0.729324957,0.437594974,0.623481479,0.5603767,0.364101027,0.78527348,0.475297154,0.78527348,0.437594974,0.66732608,0.272888411,0.408503685,0.755731817,0.257855312,0.408503685,0.583633589,0.641047775,0.544235803,0.708487102,0.391940074,0.412568499,0.534838302,0.591560655,0.272888411,0.584760882,0.78527348,0.065232807,0.440794145,0.385922492,0.675223705,0.545776823,0.404556697,0.638885508,0.66751855,0.252645576,0.72129951,0.319148936,0.588068084,0.66751855,0.426098913,0.391396844,0.408503685,0.56101073,0.616392091,0.675223705,1,0.540178964,0.218797487,0.194486655,0.275658923,0.576316614,0.591560655,0.600375352,0.145864991,0.645081877,0.78527348,0.742623297,0.72566917,0.326164037,0.526284794,0.746967457,0.1786474,0.742623297,0.475297154,0.279310194,0.581485477,0.735306633,0.585387349,0.145864991,0.341140046,0.760189146,0.77859018,0.168430384,0.532623641,0.275658923
JodaOrg_joda-time,0.192879187,0.077151675,0.1028689,0.496956188,0.482126042,0.15430335,0.591520482,0.668613741,0.415705497,0.401771702,0.467707173,0.600751409,0.462037457,0.417312425,0.557773351,0.529256124,0.562318496,0.56694671,0.415705497,0.522364529,0.648352719,0.601337794,0.518562979,0.598056818,0.573126728,0.55549206,0.608815547,0.592794756,0.299572345,0.668613741,0.476330512,0.668613741,0.501485887,0.611807047,0.371153744,0.410529025,0.583383351,0.163663418,0.388922234,0.587280137,0.599886611,0.525657483,0.595170064,0.392792202,0.392792202,0.488627275,0.600751409,0.371153744,0.522364529,0.668613741,0.138013112,0.402708708,0.379087698,0.619047619,0.577350269,0.427960493,0.5757201,0.620542714,0.178174161,0.65705105,0.315104396,0.546683481,0.55634864,0.450748936,0.379536058,0.410529025,0.529879879,0.547722558,0.523809524,0.540178964,1,0.347182537,0.15430335,0.233284737,0.537078611,0.600751409,0.529256124,0.15430335,0.635338087,0.668613741,0.545544726,0.558290526,0.34503278,0.577350269,0.628091696,0.062994079,0.589188304,0.449867705,0.29546842,0.541895556,0.604990142,0.619252282,0.15430335,0.493829165,0.618589574,0.642834723,0.089087081,0.478920744,0.058321184
hibernate_hibernate-orm,0.3125,0.125,0.083333333,0.350070021,0.325472277,0,0.221162934,0.196959649,0.179605302,0.195283366,0.252590743,0.202776776,0.195283366,0.211288564,0.322748612,0.214373231,0.303686697,0.306186218,0.179605302,0.244989472,0.196959649,0.216506351,0.315063019,0.223606798,0.214285714,0.15,0.205498734,0.32929278,0,0.196959649,0.257247878,0.196959649,0.0625,0.228747855,0.267261242,0.210042013,0.210042013,0,0.210042013,0.292770022,0.211288564,0.243332132,0.214285714,0.212132034,0.212132034,0.291666667,0.202776776,0.267261242,0.244989472,0.196959649,0.223606798,0.206040846,0.188982237,0.192879187,0.233853587,0.208012574,0.162221421,0.277350098,0,0.206040846,0.291729983,0.335965972,0.277350098,0.228217732,0.503115295,0.210042013,0.34340141,0.253546276,0.231455025,0.218797487,0.347182537,1,0.083333333,0.094491118,0.235180217,0.202776776,0.214373231,0,0.228747855,0.196959649,0.247487373,0.18844459,0.055901699,0.300668897,0.262612866,0,0.212132034,0.171498585,0.174077656,0.237289499,0.210042013,0.379628301,0,0.215410109,0.200445931,0.195283366,0,0.228217732,0.377964473
junit-team_junit5,0.25,0.166666667,0.333333333,0.233380014,0.130188911,0.333333333,0.196589275,0.218844055,0.179605302,0.173585215,0.144337567,0.216295228,0.260377822,0.225374468,0.129099445,0.285830975,0.220863052,0.090721842,0.179605302,0.207869855,0.262612866,0.240562612,0.233380014,0.198761598,0.19047619,0.066666667,0.273998312,0.182940433,0.184900065,0.218844055,0.171498585,0.218844055,0.333333333,0.254164284,0.356348323,0.186704011,0.140028008,0.23570226,0.233380014,0.227710017,0.281718085,0.378516649,0.19047619,0.188561808,0.141421356,0.166666667,0.216295228,0.356348323,0.207869855,0.218844055,0.149071198,0.183147419,0.125988158,0.2057378,0.133630621,0.184900065,0.216295228,0.092450033,0.19245009,0.183147419,0.097243328,0.162892592,0.184900065,0.426006434,0.149071198,0.186704011,0.183147419,0.225374468,0.15430335,0.194486655,0.15430335,0.083333333,1,0.503952631,0.250858898,0.216295228,0.22866478,0,0.203331427,0.218844055,0.23570226,0.201007563,0.149071198,0.133630621,0.175075244,0.40824829,0.141421356,0.171498585,0.174077656,0.221470199,0.186704011,0.216930458,0,0.082060994,0.222717702,0.260377822,0.19245009,0.121716124,0.125988158
JakeWharton_NineOldAndroids,0.188982237,0,0.377964473,0.317553674,0.147620349,0.377964473,0.390094749,0.347404167,0.40730654,0.098413566,0.272772363,0.429197538,0.196827133,0.383325939,0.243975018,0.388922234,0.250435161,0.2057378,0.40730654,0.202030509,0.347404167,0.381881308,0.317553674,0.394405319,0.215979699,0,0.434958836,0.207434953,0.314485451,0.347404167,0.324101862,0.347404167,0.661437828,0.403473292,0.707106781,0.105851225,0.264628062,0.534522484,0.158776837,0.25819889,0.447213595,0.367883604,0.269974624,0.106904497,0.053452248,0.314970394,0.429197538,0.707106781,0.202030509,0.347404167,0.338061702,0.103834826,0.285714286,0.40824829,0.151522882,0.104828484,0.429197538,0.262071209,0,0.363421892,0.275658923,0.277054258,0.262071209,0.34503278,0.338061702,0.105851225,0.207669653,0.447213595,0.349927106,0.275658923,0.233284737,0.094491118,0.503952631,1,0.248891347,0.429197538,0.453742606,0.377964473,0.403473292,0.347404167,0.374165739,0.341881729,0.338061702,0.252538136,0.297775,0.3086067,0.267261242,0.388922234,0.131590339,0.215248801,0.317553674,0.245976019,0.377964473,0.093048421,0.353553391,0.344447482,0,0.34503278,0.142857143
dromara_shenyu,0.305734282,0.094072087,0.250858898,0.619118167,0.67359284,0.094072087,0.596417418,0.617613508,0.489979521,0.636851412,0.502391038,0.564638782,0.67359284,0.508834716,0.643666672,0.483996894,0.75836226,0.588873119,0.489979521,0.93862805,0.617613508,0.597437991,0.60594544,0.603007865,0.564432521,0.451546017,0.572218165,0.743454216,0.339181733,0.617613508,0.500130124,0.617613508,0.376288347,0.602526068,0.351985519,0.658636348,0.579599987,0.232816537,0.658636348,0.752800643,0.556537971,0.503596751,0.60474913,0.651886303,0.638582501,0.533075159,0.564638782,0.351985519,0.93862805,0.617613508,0.126210949,0.671933335,0.480004741,0.566109887,0.628545569,0.665318014,0.549378274,0.62618166,0.108625089,0.620246155,0.56259479,0.712549544,0.587045307,0.429378367,0.357597688,0.658636348,0.63316795,0.540636886,0.566109887,0.576316614,0.537078611,0.235180217,0.250858898,0.248891347,1,0.564638782,0.532396583,0.094072087,0.588180209,0.617613508,0.585367293,0.553094127,0.399668004,0.603403746,0.642318048,0.230428612,0.572063491,0.516263353,0.507651299,0.982182007,0.60594544,0.765266282,0.094072087,0.636871039,0.628545569,0.612357127,0.054312545,0.463728636,0.177779534
square_android-times-square,0.243332132,0,0.216295228,0.613319648,0.485746894,0.162221421,0.884975015,0.788126497,0.670124029,0.422388603,0.655610068,0.973684211,0.485746894,0.658090197,0.649223558,0.556414884,0.644916928,0.573964021,0.670124029,0.534717815,0.766825781,0.866341876,0.613319648,0.894754042,0.718409151,0.648885685,0.90674727,0.58760177,0.269952762,0.788126497,0.556414884,0.788126497,0.608330329,0.890587253,0.476910483,0.408879765,0.726897361,0.344123601,0.408879765,0.569922828,0.877453595,0.605263158,0.764758128,0.390006748,0.390006748,0.729996395,1,0.476910483,0.534717815,0.788126497,0.14509525,0.445656518,0.337226637,0.851064496,0.650332477,0.427425207,0.763157895,0.719874033,0,0.846747384,0.378598819,0.634192028,0.742370097,0.355409327,0.507833375,0.408879765,0.557070647,0.90487402,0.826033188,0.591560655,0.600751409,0.202776776,0.216295228,0.429197538,0.564638782,1,0.918084559,0.162221421,0.915325788,0.788126497,0.780013495,0.733673982,0.43528575,0.56362148,0.702923633,0.132453236,0.734130348,0.723339349,0.282391247,0.554305532,0.817759531,0.615838425,0.162221421,0.419329609,0.802076722,0.760299486,0,0.592348878,0.30656967
